lat,lon,val,year
48,49,0.0,1995
26,105,0.086,1995
25,-102,0.002,1995
40,108,0.013,1995
2,-77,0.006,1995
36,39,0.022,1995
-18,-70,0.005,1995
50,82,0.003,1995
12,29,0.005,1995
-31,31,0.029,1995
40,-5,0.012,1995
29,123,0.02,1995
7,127,0.019,1995
6,-62,0.001,1995
39,97,0.001,1995
54,69,0.002,1995
50,52,0.001,1995
30,47,0.016,1995
26,46,0.004,1995
6,49,0.001,1995
3,13,0.004,1995
2,104,0.011,1995
17,-62,0.002,1995
-21,23,0.0,1995
51,114,0.001,1995
-3,-69,0.0,1995
12,106,0.035,1995
45,24,0.02,1995
6,100,0.008,1995
30,89,0.0,1995
45,-91,0.003,1995
60,28,0.002,1995
32,50,0.014,1995
-17,-41,0.005,1995
31,-103,0.001,1995
28,45,0.0,1995
55,64,0.003,1995
51,61,0.001,1995
31,74,0.227,1995
28,-100,0.008,1995
9,106,0.124,1995
27,71,0.015,1995
22,-78,0.005,1995
-1,25,0.002,1995
-2,-52,0.0,1995
-5,-42,0.016,1995
46,63,0.001,1995
43,123,0.026,1995
45,92,0.001,1995
42,62,0.004,1995
6,-2,0.029,1995
46,-102,0.001,1995
-11,-63,0.002,1995
-15,-66,0.0,1995
57,73,0.0,1995
37,62,0.009,1995
33,63,0.003,1995
10,126,0.011,1995
28,105,0.123,1995
9,21,0.001,1995
56,15,0.007,1995
37,-77,0.034,1995
-4,-70,0.001,1995
33,-80,0.014,1995
46,124,0.019,1995
43,-90,0.004,1995
0,38,0.032,1995
-5,146,0.002,1995
13,122,0.059,1995
1,112,0.007,1995
15,105,0.065,1995
11,38,0.061,1995
-43,-73,0.003,1995
-9,-45,0.001,1995
25,103,0.077,1995
-13,16,0.021,1995
61,12,0.001,1995
58,14,0.006,1995
0,102,0.035,1995
-18,169,0.001,1995
35,109,0.051,1995
37,130,0.007,1995
34,72,0.124,1995
15,-6,0.002,1995
14,75,0.043,1995
11,-9,0.006,1995
48,-121,0.001,1995
-32,149,0.0,1995
53,46,0.018,1995
49,47,0.001,1995
29,76,0.103,1995
-9,126,0.014,1995
25,69,0.105,1995
-19,32,0.015,1995
68,34,0.005,1995
48,101,0.0,1995
40,80,0.004,1995
39,-93,0.003,1995
50,118,0.001,1995
12,25,0.011,1995
-12,31,0.003,1995
59,39,0.002,1995
36,-94,0.013,1995
35,57,0.002,1995
30,-84,0.012,1995
-8,-45,0.001,1995
7,35,0.001,1995
-17,29,0.004,1995
54,33,0.006,1995
7,-12,0.007,1995
6,13,0.002,1995
17,-98,0.017,1995
-3,-65,0.0,1995
-26,30,0.022,1995
-27,-59,0.003,1995
-13,-39,0.021,1995
60,9,0.001,1995
21,50,0.002,1995
36,79,0.002,1995
17,75,0.103,1995
-6,-46,0.003,1995
31,-116,0.001,1995
42,109,0.001,1995
-16,-53,0.0,1995
21,-105,0.009,1995
-20,-58,0.0,1995
54,78,0.001,1995
32,70,0.029,1995
28,73,0.02,1995
8,20,0.001,1995
-16,26,0.003,1995
55,36,0.005,1995
31,30,0.069,1995
42,-113,0.002,1995
19,48,0.003,1995
18,-87,0.001,1995
-3,-48,0.004,1995
65,27,0.0,1995
43,87,0.007,1995
45,128,0.041,1995
18,28,0.001,1995
52,-112,0.001,1995
9,-76,0.002,1995
46,-74,0.002,1995
-11,-75,0.005,1995
-14,41,0.009,1995
-15,-70,0.006,1995
57,37,0.003,1995
52,-1,0.159,1995
-10,-35,0.038,1995
24,77,0.056,1995
34,119,0.222,1995
-24,-63,0.002,1995
-28,-52,0.018,1995
43,2,0.04,1995
24,68,0.247,1995
-9,32,0.011,1995
0,74,0.001,1995
13,94,0.001,1995
-28,27,0.016,1995
43,19,0.018,1995
24,-77,0.001,1995
23,104,0.055,1995
38,-2,0.004,1995
25,115,0.079,1995
-38,177,0.004,1995
61,16,0.001,1995
49,126,0.008,1995
-8,115,0.019,1995
-42,173,0.001,1995
-18,24,0.001,1995
53,18,0.018,1995
44,117,0.002,1995
5,22,0.004,1995
38,79,0.004,1995
49,-68,0.001,1995
48,137,0.0,1995
14,122,0.374,1995
63,13,0.001,1995
36,47,0.021,1995
35,12,0.002,1995
11,126,0.016,1995
26,-108,0.006,1995
-11,30,0.005,1995
39,24,0.002,1995
50,9,0.113,1995
27,82,0.184,1995
29,99,0.002,1995
6,-6,0.031,1995
53,102,0.002,1995
30,-9,0.035,1995
6,41,0.006,1995
17,-102,0.001,1995
54,-112,0.0,1995
64,42,0.0,1995
-30,29,0.019,1995
41,33,0.024,1995
36,123,0.008,1995
17,39,0.006,1995
-3,-44,0.04,1995
-25,152,0.001,1995
-7,13,0.001,1995
27,-99,0.015,1995
45,-83,0.001,1995
42,81,0.004,1995
41,-78,0.006,1995
-17,-48,0.018,1995
51,28,0.006,1995
32,42,0.003,1995
-25,-69,0.002,1995
22,-97,0.02,1995
-16,46,0.001,1995
-20,49,0.012,1995
51,5,0.154,1995
32,-103,0.002,1995
-25,-70,0.001,1995
19,28,0.001,1995
-1,-47,0.005,1995
-5,14,0.013,1995
46,-121,0.0,1995
42,22,0.053,1995
18,32,0.001,1995
33,10,0.008,1995
-5,-65,0.001,1995
-15,-42,0.009,1995
22,108,0.046,1995
0,128,0.01,1995
52,43,0.005,1995
13,36,0.004,1995
-10,-39,0.002,1995
24,113,0.058,1995
56,87,0.005,1995
33,-88,0.007,1995
47,33,0.009,1995
44,21,0.031,1995
23,27,0.0,1995
20,43,0.01,1995
-4,33,0.03,1995
44,-92,0.013,1995
62,40,0.001,1995
20,-102,0.037,1995
35,108,0.059,1995
15,33,0.097,1995
14,4,0.006,1995
10,7,0.013,1995
47,131,0.025,1995
61,52,0.004,1995
38,-119,0.002,1995
49,122,0.004,1995
48,-65,0.001,1995
29,3,0.001,1995
-19,-41,0.013,1995
53,6,0.012,1995
49,7,0.069,1995
48,14,0.029,1995
44,81,0.011,1995
40,129,0.032,1995
38,107,0.041,1995
35,-105,0.004,1995
16,-1,0.002,1995
53,-101,0.0,1995
12,2,0.005,1995
29,-95,0.119,1995
59,46,0.001,1995
40,24,0.009,1995
61,77,0.0,1995
35,40,0.013,1995
11,122,0.002,1995
40,-89,0.015,1995
39,124,0.016,1995
16,-99,0.017,1995
50,13,0.067,1995
-12,-51,0.0,1995
27,110,0.075,1995
41,95,0.002,1995
3,40,0.004,1995
2,129,0.002,1995
39,141,0.035,1995
-21,58,0.037,1995
-21,-64,0.003,1995
30,3,0.001,1995
7,-68,0.001,1995
-17,-58,0.001,1995
-6,23,0.023,1995
30,110,0.067,1995
8,118,0.004,1995
45,4,0.024,1995
60,65,0.002,1995
-35,146,0.001,1995
32,79,0.0,1995
-26,-59,0.002,1995
8,5,0.055,1995
3,99,0.164,1995
55,59,0.003,1995
51,56,0.023,1995
32,-2,0.001,1995
27,42,0.001,1995
4,23,0.003,1995
22,-101,0.02,1995
-16,-46,0.002,1995
21,96,0.085,1995
-1,132,0.002,1995
-39,-71,0.003,1995
46,36,0.01,1995
43,126,0.127,1995
55,125,0.002,1995
-2,16,0.002,1995
-25,47,0.006,1995
9,-85,0.002,1995
43,143,0.02,1995
42,-6,0.007,1995
-11,38,0.004,1995
57,96,0.0,1995
37,41,0.023,1995
28,78,0.677,1995
-10,38,0.001,1995
-14,-47,0.001,1995
56,76,0.001,1995
52,71,0.003,1995
13,8,0.039,1995
9,9,0.048,1995
46,77,0.0,1995
-14,-60,0.001,1995
23,-82,0.072,1995
-34,-65,0.002,1995
0,19,0.003,1995
47,21,0.022,1995
19,100,0.033,1995
34,-110,0.001,1995
-23,-55,0.005,1995
-24,32,0.003,1995
58,55,0.003,1995
35,136,0.06,1995
34,33,0.004,1995
15,21,0.001,1995
10,43,0.005,1995
-9,31,0.003,1995
-9,117,0.095,1995
-40,175,0.004,1995
1,-79,0.001,1995
38,-91,0.005,1995
15,-90,0.026,1995
49,22,0.03,1995
25,44,0.005,1995
2,33,0.034,1995
1,34,0.044,1995
26,106,0.106,1995
25,-103,0.029,1995
40,101,0.0,1995
2,-76,0.025,1995
36,40,0.024,1995
50,79,0.001,1995
12,30,0.006,1995
40,-4,0.014,1995
-52,-70,0.001,1995
29,118,0.065,1995
7,126,0.08,1995
6,-57,0.004,1995
40,-117,0.0,1995
36,-122,0.002,1995
54,70,0.011,1995
53,141,0.001,1995
50,49,0.002,1995
30,48,0.034,1995
26,59,0.003,1995
6,50,0.0,1995
3,20,0.017,1995
2,101,0.01,1995
-21,22,0.0,1995
51,113,0.001,1995
12,107,0.006,1995
45,23,0.015,1995
30,90,0.001,1995
-37,-70,0.001,1995
-27,33,0.022,1995
45,-88,0.002,1995
60,29,0.005,1995
21,-98,0.03,1995
32,51,0.022,1995
28,46,0.001,1995
8,41,0.028,1995
55,63,0.003,1995
51,68,0.001,1995
-3,137,0.001,1995
31,73,0.142,1995
28,-99,0.001,1995
9,105,0.012,1995
27,70,0.046,1995
-1,24,0.003,1995
-2,-55,0.001,1995
-5,-43,0.01,1995
66,65,0.0,1995
46,64,0.0,1995
43,122,0.022,1995
45,91,0.002,1995
42,75,0.037,1995
55,97,0.001,1995
46,-113,0.001,1995
-15,-67,0.0,1995
57,76,0.0,1995
37,61,0.004,1995
33,66,0.006,1995
28,106,0.128,1995
9,24,0.002,1995
-11,-47,0.001,1995
-9,23,0.002,1995
-4,121,0.015,1995
56,16,0.006,1995
37,-82,0.01,1995
-4,-69,0.001,1995
33,-81,0.014,1995
44,62,0.0,1995
46,121,0.005,1995
43,-91,0.007,1995
24,57,0.008,1995
0,39,0.004,1995
-5,145,0.003,1995
13,121,0.018,1995
1,111,0.022,1995
15,104,0.066,1995
11,37,0.023,1995
14,46,0.014,1995
25,106,0.068,1995
-13,15,0.008,1995
61,11,0.002,1995
58,27,0.007,1995
35,116,0.25,1995
37,129,0.027,1995
34,69,0.021,1995
15,-7,0.002,1995
14,76,0.112,1995
11,-10,0.004,1995
-8,144,0.001,1995
-32,150,0.0,1995
-19,-54,0.001,1995
53,45,0.012,1995
49,50,0.001,1995
29,75,0.061,1995
25,72,0.029,1995
-33,-67,0.001,1995
-19,31,0.012,1995
48,102,0.001,1995
-32,-68,0.017,1995
40,73,0.087,1995
39,-94,0.038,1995
50,115,0.001,1995
12,26,0.012,1995
-12,32,0.002,1995
59,38,0.012,1995
36,-93,0.006,1995
35,48,0.018,1995
12,-87,0.009,1995
30,-87,0.016,1995
-8,-44,0.001,1995
29,90,0.005,1995
7,34,0.002,1995
-36,149,0.001,1995
54,34,0.003,1995
30,28,0.002,1995
6,14,0.004,1995
-20,35,0.022,1995
17,-99,0.026,1995
-7,-61,0.0,1995
-27,-56,0.007,1995
60,10,0.001,1995
21,49,0.002,1995
18,85,0.037,1995
36,80,0.005,1995
17,46,0.001,1995
-6,-49,0.003,1995
42,110,0.001,1995
-16,-52,0.002,1995
-20,-57,0.001,1995
54,83,0.007,1995
32,71,0.06,1995
31,-4,0.006,1995
28,74,0.025,1995
27,-15,0.007,1995
8,13,0.012,1995
-16,27,0.003,1995
55,35,0.004,1995
42,-112,0.003,1995
19,47,0.003,1995
65,30,0.0,1995
43,86,0.003,1995
45,127,0.167,1995
18,25,0.001,1995
52,-111,0.0,1995
13,-86,0.024,1995
-30,153,0.001,1995
-18,-57,0.001,1995
-15,-71,0.008,1995
57,40,0.029,1995
56,-3,0.024,1995
52,0,0.059,1995
24,78,0.052,1995
34,120,0.156,1995
-5,132,0.001,1995
-24,-62,0.001,1995
47,-116,0.004,1995
43,1,0.013,1995
-1,10,0.002,1995
67,16,0.001,1995
13,93,0.002,1995
-28,28,0.007,1995
43,18,0.026,1995
23,103,0.043,1995
-37,-60,0.003,1995
0,-70,0.0,1995
15,76,0.086,1995
61,15,0.001,1995
49,125,0.006,1995
-8,116,0.001,1995
29,-6,0.001,1995
20,77,0.085,1995
-18,21,0.0,1995
53,17,0.013,1995
29,15,0.0,1995
44,118,0.003,1995
5,21,0.004,1995
38,80,0.003,1995
48,138,0.0,1995
63,28,0.003,1995
40,45,0.082,1995
36,48,0.012,1995
35,11,0.044,1995
12,54,0.001,1995
11,125,0.048,1995
26,-111,0.0,1995
39,23,0.018,1995
17,123,0.004,1995
-55,-67,0.001,1995
50,10,0.043,1995
27,81,0.208,1995
29,94,0.001,1995
41,118,0.026,1995
54,-130,0.001,1995
53,101,0.001,1995
30,-8,0.016,1995
26,-13,0.001,1995
6,42,0.002,1995
-10,-68,0.002,1995
54,-115,0.0,1995
-21,-54,0.021,1995
64,43,0.0,1995
-30,30,0.01,1995
41,36,0.022,1995
17,42,0.001,1995
-3,-45,0.008,1995
-6,-77,0.004,1995
-25,151,0.0,1995
-7,16,0.006,1995
45,-80,0.0,1995
42,82,0.004,1995
41,-79,0.008,1995
3,118,0.005,1995
51,27,0.01,1995
32,43,0.003,1995
8,49,0.002,1995
-16,47,0.006,1995
51,12,0.047,1995
32,-102,0.003,1995
45,142,0.002,1995
19,27,0.001,1995
6,-11,0.005,1995
33,92,0.0,1995
-5,13,0.016,1995
-6,120,0.084,1995
65,58,0.002,1995
46,-120,0.007,1995
42,3,0.02,1995
18,29,0.001,1995
33,9,0.002,1995
-5,-66,0.0,1995
-29,152,0.001,1995
-15,-43,0.003,1995
22,105,0.034,1995
-20,-50,0.003,1995
52,44,0.006,1995
13,35,0.005,1995
47,-113,0.0,1995
-10,-38,0.007,1995
24,114,0.067,1995
56,88,0.002,1995
33,-89,0.004,1995
47,32,0.012,1995
44,22,0.028,1995
23,26,0.0,1995
20,44,0.007,1995
19,87,0.005,1995
34,-85,0.015,1995
-4,34,0.033,1995
44,-91,0.008,1995
62,37,0.0,1995
20,-101,0.07,1995
38,31,0.018,1995
35,107,0.058,1995
15,32,0.003,1995
14,1,0.006,1995
10,8,0.058,1995
47,130,0.017,1995
61,51,0.006,1995
-33,20,0.001,1995
-18,178,0.008,1995
6,40,0.015,1995
49,121,0.006,1995
48,-64,0.001,1995
29,-2,0.001,1995
-13,-56,0.0,1995
16,121,0.078,1995
53,5,0.0,1995
49,10,0.057,1995
48,15,0.034,1995
26,83,0.264,1995
44,82,0.023,1995
40,130,0.01,1995
38,108,0.002,1995
35,-106,0.022,1995
16,0,0.003,1995
12,3,0.007,1995
29,-92,0.001,1995
48,-113,0.0,1995
59,45,0.001,1995
40,17,0.022,1995
35,39,0.025,1995
11,121,0.001,1995
-8,37,0.011,1995
40,-88,0.012,1995
39,123,0.063,1995
16,-98,0.01,1995
50,14,0.038,1995
27,109,0.058,1995
3,39,0.002,1995
51,108,0.015,1995
30,4,0.001,1995
7,-69,0.002,1995
3,-72,0.001,1995
-17,-59,0.0,1995
-6,24,0.012,1995
30,115,0.274,1995
23,95,0.012,1995
45,3,0.006,1995
-4,-40,0.018,1995
17,6,0.0,1995
-6,-57,0.0,1995
28,19,0.0,1995
-26,-58,0.006,1995
8,6,0.02,1995
3,98,0.012,1995
55,58,0.003,1995
51,55,0.003,1995
32,-1,0.001,1995
31,52,0.01,1995
27,41,0.001,1995
4,24,0.002,1995
22,-100,0.022,1995
-16,-45,0.001,1995
21,95,0.036,1995
-1,131,0.0,1995
-3,-43,0.003,1995
46,33,0.033,1995
43,125,0.077,1995
22,43,0.012,1995
55,92,0.001,1995
-2,13,0.001,1995
-25,46,0.007,1995
43,142,0.072,1995
42,-9,0.002,1995
57,95,0.0,1995
19,-88,0.003,1995
37,44,0.013,1995
-2,128,0.001,1995
10,104,0.007,1995
28,79,0.266,1995
-14,-46,0.002,1995
56,69,0.001,1995
37,-103,0.0,1995
52,72,0.001,1995
13,7,0.029,1995
8,94,0.0,1995
47,-77,0.0,1995
9,12,0.03,1995
46,78,0.0,1995
43,-80,0.032,1995
-11,125,0.003,1995
-34,-64,0.004,1995
0,20,0.003,1995
37,-118,0.001,1995
47,68,0.007,1995
19,99,0.008,1995
-8,143,0.001,1995
-23,-52,0.007,1995
-24,25,0.0,1995
14,38,0.008,1995
58,56,0.006,1995
38,59,0.004,1995
35,135,0.026,1995
34,34,0.008,1995
15,4,0.002,1995
10,44,0.007,1995
14,32,0.005,1995
1,-76,0.011,1995
38,-90,0.079,1995
15,-91,0.051,1995
49,21,0.037,1995
25,43,0.005,1995
2,34,0.018,1995
1,33,0.016,1995
16,77,0.068,1995
-22,44,0.002,1995
48,51,0.0,1995
26,103,0.049,1995
25,-100,0.109,1995
36,41,0.045,1995
-22,-69,0.001,1995
50,80,0.001,1995
12,31,0.008,1995
7,172,0.001,1995
5,126,0.006,1995
-7,156,0.004,1995
29,117,0.094,1995
7,125,0.061,1995
39,95,0.001,1995
36,-121,0.019,1995
54,75,0.003,1995
50,50,0.001,1995
30,45,0.004,1995
26,60,0.003,1995
3,19,0.004,1995
2,102,0.035,1995
12,108,0.014,1995
-7,-70,0.0,1995
45,18,0.012,1995
-25,-65,0.022,1995
36,101,0.002,1995
-3,38,0.012,1995
30,79,0.067,1995
45,-89,0.004,1995
60,30,0.017,1995
-29,-60,0.001,1995
21,-99,0.012,1995
32,52,0.049,1995
31,-105,0.0,1995
28,47,0.002,1995
8,42,0.017,1995
55,62,0.05,1995
51,67,0.001,1995
-3,140,0.0,1995
31,72,0.052,1995
28,-98,0.001,1995
27,69,0.071,1995
42,-71,0.146,1995
-1,23,0.004,1995
-2,-54,0.001,1995
43,121,0.012,1995
45,86,0.003,1995
42,76,0.008,1995
22,71,0.08,1995
56,-117,0.0,1995
55,96,0.001,1995
52,-122,0.001,1995
13,-59,0.009,1995
-25,18,0.0,1995
5,12,0.007,1995
46,-112,0.002,1995
-11,-61,0.003,1995
-15,-64,0.002,1995
57,75,0.0,1995
37,64,0.003,1995
33,65,0.005,1995
28,107,0.094,1995
9,23,0.0,1995
-11,-44,0.002,1995
-18,-63,0.024,1995
-15,13,0.001,1995
56,41,0.027,1995
37,-83,0.006,1995
-4,-68,0.0,1995
33,-78,0.005,1995
44,63,0.001,1995
46,122,0.009,1995
43,-84,0.013,1995
20,53,0.002,1995
0,40,0.002,1995
-5,152,0.002,1995
13,124,0.081,1995
43,53,0.002,1995
1,114,0.001,1995
34,-77,0.012,1995
15,103,0.062,1995
11,44,0.009,1995
10,-83,0.01,1995
-9,-47,0.001,1995
25,105,0.081,1995
-13,14,0.005,1995
61,6,0.002,1995
58,28,0.001,1995
35,115,0.202,1995
34,70,0.103,1995
15,-8,0.003,1995
49,100,0.0,1995
11,-11,0.009,1995
-32,151,0.002,1995
-19,-55,0.001,1995
53,48,0.005,1995
49,49,0.001,1995
29,70,0.016,1995
25,71,0.022,1995
-2,106,0.005,1995
-19,26,0.001,1995
48,103,0.0,1995
40,74,0.014,1995
39,-95,0.008,1995
36,69,0.032,1995
50,116,0.001,1995
12,27,0.004,1995
-7,135,0.001,1995
11,104,0.003,1995
-12,33,0.002,1995
59,37,0.001,1995
5,98,0.014,1995
39,50,0.013,1995
36,-92,0.003,1995
35,47,0.022,1995
12,-86,0.047,1995
30,-86,0.008,1995
-8,-51,0.0,1995
29,89,0.003,1995
7,33,0.004,1995
-36,150,0.012,1995
54,39,0.016,1995
30,25,0.001,1995
6,19,0.002,1995
17,-96,0.026,1995
-27,-57,0.003,1995
60,11,0.013,1995
21,52,0.002,1995
36,81,0.003,1995
17,45,0.002,1995
-6,-48,0.004,1995
42,123,0.041,1995
-16,-59,0.001,1995
-20,-56,0.001,1995
52,85,0.003,1995
54,84,0.026,1995
-41,-63,0.001,1995
32,72,0.053,1995
31,-5,0.008,1995
28,75,0.034,1995
8,14,0.004,1995
-16,28,0.006,1995
55,34,0.004,1995
31,44,0.007,1995
19,46,0.003,1995
18,-89,0.003,1995
33,127,0.018,1995
-5,56,0.003,1995
-36,148,0.002,1995
65,29,0.0,1995
43,85,0.004,1995
45,122,0.013,1995
18,26,0.001,1995
6,7,0.101,1995
52,-110,0.001,1995
13,-87,0.029,1995
46,-68,0.001,1995
-11,-73,0.0,1995
-14,39,0.009,1995
-15,-68,0.001,1995
57,39,0.013,1995
56,-2,0.01,1995
52,1,0.032,1995
24,79,0.068,1995
34,117,0.25,1995
33,-114,0.001,1995
-24,-61,0.0,1995
47,-117,0.014,1995
43,8,0.036,1995
19,122,0.001,1995
67,15,0.001,1995
43,17,0.017,1995
58,-3,0.001,1995
-37,-61,0.002,1995
15,75,0.086,1995
47,93,0.0,1995
62,-7,0.0,1995
61,42,0.001,1995
-46,170,0.001,1995
49,128,0.004,1995
-8,109,0.187,1995
29,-7,0.001,1995
20,78,0.09,1995
-18,22,0.0,1995
53,20,0.017,1995
48,-4,0.018,1995
29,42,0.001,1995
44,119,0.006,1995
5,24,0.001,1995
38,77,0.014,1995
48,139,0.0,1995
63,27,0.001,1995
40,46,0.019,1995
39,5,0.001,1995
36,49,0.016,1995
35,10,0.023,1995
-19,147,0.0,1995
12,55,0.0,1995
39,22,0.011,1995
50,7,0.081,1995
27,88,0.025,1995
29,93,0.002,1995
41,117,0.015,1995
53,104,0.005,1995
26,-12,0.001,1995
-9,143,0.001,1995
17,-100,0.008,1995
54,-114,0.0,1995
-30,27,0.021,1995
41,35,0.012,1995
36,109,0.013,1995
32,117,0.193,1995
-6,-76,0.002,1995
-7,15,0.004,1995
42,79,0.006,1995
41,-76,0.01,1995
3,117,0.001,1995
21,-75,0.002,1995
51,26,0.009,1995
32,44,0.003,1995
8,50,0.002,1995
4,45,0.003,1995
22,-99,0.008,1995
-16,48,0.005,1995
51,11,0.038,1995
32,-101,0.002,1995
8,-63,0.007,1995
19,26,0.001,1995
-1,-49,0.001,1995
33,91,0.0,1995
-5,20,0.017,1995
46,-123,0.004,1995
42,4,0.004,1995
57,86,0.002,1995
18,30,0.001,1995
33,12,0.003,1995
6,0,0.041,1995
-29,151,0.0,1995
-15,-40,0.015,1995
22,106,0.023,1995
37,-8,0.01,1995
52,29,0.006,1995
13,30,0.007,1995
47,-114,0.001,1995
46,103,0.001,1995
24,115,0.05,1995
33,-86,0.033,1995
47,31,0.008,1995
44,23,0.024,1995
19,86,0.035,1995
34,-84,0.027,1995
-4,35,0.016,1995
44,-90,0.004,1995
62,38,0.0,1995
20,-100,0.071,1995
38,32,0.017,1995
35,106,0.062,1995
15,31,0.001,1995
14,2,0.01,1995
10,5,0.01,1995
47,129,0.016,1995
61,46,0.001,1995
-33,19,0.002,1995
49,124,0.003,1995
11,-83,0.001,1995
48,-55,0.001,1995
29,-3,0.001,1995
16,122,0.043,1995
53,8,0.024,1995
49,9,0.132,1995
48,16,0.018,1995
26,84,0.349,1995
44,83,0.005,1995
5,-4,0.077,1995
38,105,0.001,1995
35,-107,0.001,1995
16,9,0.0,1995
12,4,0.019,1995
29,-93,0.004,1995
-37,141,0.0,1995
59,52,0.001,1995
40,18,0.041,1995
-20,-43,0.087,1995
35,38,0.06,1995
16,16,0.001,1995
-8,38,0.014,1995
40,-95,0.003,1995
39,122,0.079,1995
16,-97,0.011,1995
50,43,0.003,1995
27,116,0.078,1995
3,38,0.001,1995
-1,103,0.013,1995
-21,32,0.014,1995
51,107,0.002,1995
30,1,0.0,1995
7,-70,0.003,1995
3,-73,0.007,1995
-13,-38,0.128,1995
-6,21,0.008,1995
-35,-62,0.003,1995
30,116,0.164,1995
-35,148,0.001,1995
17,5,0.0,1995
-6,-56,0.001,1995
-26,-53,0.014,1995
8,7,0.017,1995
41,-112,0.005,1995
3,97,0.004,1995
55,57,0.003,1995
52,125,0.002,1995
51,54,0.002,1995
32,0,0.001,1995
31,51,0.014,1995
27,48,0.002,1995
4,25,0.001,1995
22,-103,0.005,1995
-16,-44,0.005,1995
21,106,0.234,1995
-39,-69,0.003,1995
31,100,0.002,1995
46,34,0.012,1995
43,132,0.02,1995
22,44,0.006,1995
55,91,0.002,1995
-2,14,0.002,1995
-25,45,0.005,1995
-10,153,0.0,1995
43,141,0.004,1995
42,-8,0.044,1995
19,-89,0.003,1995
37,43,0.017,1995
-2,125,0.001,1995
28,80,0.243,1995
-14,-49,0.002,1995
56,70,0.004,1995
37,-100,0.003,1995
52,73,0.001,1995
-12,-66,0.001,1995
13,2,0.013,1995
9,11,0.014,1995
46,83,0.002,1995
43,-81,0.008,1995
-14,-62,0.0,1995
-34,-67,0.001,1995
0,13,0.001,1995
37,-119,0.002,1995
-23,46,0.002,1995
-30,-49,0.004,1995
23,29,0.0,1995
19,98,0.009,1995
34,-112,0.003,1995
-36,-60,0.003,1995
-23,-53,0.003,1995
-24,26,0.004,1995
-43,-64,0.001,1995
62,50,0.001,1995
58,53,0.006,1995
38,60,0.002,1995
35,134,0.025,1995
37,95,0.0,1995
15,3,0.001,1995
11,0,0.027,1995
10,41,0.013,1995
-9,29,0.003,1995
5,-70,0.001,1995
-10,162,0.002,1995
1,-77,0.031,1995
38,-85,0.039,1995
49,24,0.044,1995
2,31,0.046,1995
1,36,0.017,1995
16,78,0.089,1995
48,52,0.001,1995
26,104,0.081,1995
25,-101,0.009,1995
2,-78,0.002,1995
36,42,0.035,1995
-22,-68,0.001,1995
50,77,0.0,1995
12,32,0.009,1995
-42,-73,0.005,1995
-12,22,0.001,1995
59,16,0.008,1995
5,125,0.001,1995
36,-7,0.0,1995
29,120,0.105,1995
7,124,0.032,1995
40,-123,0.001,1995
39,94,0.001,1995
36,-120,0.004,1995
54,76,0.002,1995
53,143,0.001,1995
50,47,0.002,1995
30,46,0.004,1995
26,57,0.001,1995
3,18,0.002,1995
2,99,0.033,1995
17,-61,0.002,1995
-21,28,0.005,1995
12,77,0.165,1995
64,-147,0.002,1995
45,17,0.018,1995
6,103,0.024,1995
57,12,0.012,1995
36,102,0.056,1995
-21,165,0.001,1995
-3,37,0.005,1995
30,80,0.017,1995
45,-94,0.008,1995
60,31,0.02,1995
32,45,0.043,1995
31,-106,0.058,1995
28,48,0.006,1995
8,43,0.007,1995
-16,33,0.003,1995
55,61,0.01,1995
51,66,0.001,1995
-3,139,0.0,1995
31,71,0.038,1995
28,-97,0.004,1995
9,107,0.049,1995
27,76,0.109,1995
42,-70,0.029,1995
-1,22,0.004,1995
-5,-37,0.007,1995
66,63,0.001,1995
46,62,0.001,1995
43,96,0.001,1995
45,85,0.002,1995
42,73,0.004,1995
22,72,0.066,1995
18,51,0.001,1995
55,95,0.003,1995
-29,-50,0.006,1995
-15,-65,0.0,1995
57,62,0.01,1995
56,-5,0.001,1995
37,63,0.006,1995
33,68,0.011,1995
28,108,0.066,1995
9,26,0.0,1995
-11,-45,0.001,1995
-15,16,0.005,1995
56,42,0.017,1995
37,-80,0.011,1995
33,-79,0.007,1995
44,64,0.0,1995
43,-85,0.012,1995
20,54,0.002,1995
-23,26,0.001,1995
13,123,0.028,1995
47,55,0.001,1995
43,60,0.003,1995
20,-155,0.0,1995
1,113,0.002,1995
38,-27,0.002,1995
37,142,0.001,1995
34,-76,0.003,1995
15,102,0.034,1995
11,43,0.01,1995
-9,-48,0.002,1995
25,108,0.034,1995
58,25,0.004,1995
35,114,0.21,1995
37,131,0.0,1995
34,67,0.007,1995
15,-9,0.006,1995
49,99,0.0,1995
11,-4,0.025,1995
-9,112,0.069,1995
-32,152,0.001,1995
-19,-52,0.001,1995
53,47,0.008,1995
49,52,0.001,1995
48,1,0.016,1995
29,69,0.007,1995
25,74,0.053,1995
-19,25,0.0,1995
48,104,0.0,1995
-12,-77,0.058,1995
40,75,0.003,1995
39,-96,0.005,1995
36,70,0.022,1995
-19,170,0.001,1995
50,113,0.001,1995
12,28,0.005,1995
11,103,0.002,1995
-12,34,0.015,1995
59,44,0.001,1995
5,97,0.021,1995
39,49,0.025,1995
36,-107,0.001,1995
35,46,0.026,1995
12,-85,0.017,1995
30,-97,0.033,1995
-8,-50,0.002,1995
29,92,0.012,1995
7,32,0.006,1995
8,100,0.046,1995
54,40,0.025,1995
6,20,0.003,1995
-31,152,0.001,1995
17,-97,0.011,1995
-26,33,0.043,1995
